Customer_No,Prediction,Probability_Prediction
114717,0,0.08
114718,0,0.29
114719,0,0.16
114720,0,0.26
114721,0,0.2
114722,0,0.23
114723,0,0.26
114724,0,0.2
114725,0,0.24
114726,0,0.23
114727,0,0.27
114728,0,0.32
114729,0,0.28
114730,0,0.39
114731,0,0.4
114732,0,0.22
114733,0,0.48
114734,0,0.22
114735,0,0.08
114736,0,0.28
114737,0,0.26
114738,0,0.26
114739,0,0.18
114740,0,0.32
114741,0,0.19
114742,0,0.24
114743,0,0.28
114744,0,0.14
114745,0,0.32
114746,0,0.18
114747,0,0.26
114748,0,0.1
114749,0,0.31
114750,0,0.2
114751,0,0.36
114752,0,0.24
114753,0,0.38
114754,0,0.22
114755,1,0.52
114756,0,0.24
114757,0,0.3
114758,0,0.24
114759,0,0.24
114760,0,0.24
114761,0,0.32
114762,0,0.5
114763,0,0.22
114764,0,0.17
114765,0,0.37
114766,0,0.29
114767,0,0.18
114768,0,0.33
114769,0,0.36
114770,0,0.16
114771,0,0.16
114772,0,0.29
114773,0,0.46
114774,0,0.06
114775,1,0.57
114776,0,0.19
114777,0,0.18
114778,0,0.19
114779,0,0.1
114780,0,0.18
114781,0,0.34
114782,0,0.19
114783,0,0.41
114784,0,0.5
114785,0,0.32
114786,0,0.44
114787,0,0.46
114788,0,0.29
114789,0,0.26
114790,0,0.3
114791,0,0.3
114792,0,0.4
114793,0,0.29
114794,0,0.25
114795,0,0.25
114796,0,0.32
114797,0,0.14
114798,0,0.28
114799,0,0.12
114800,0,0.38
114801,0,0.3
114802,1,0.55
114803,1,0.56
114804,0,0.36
114805,0,0.3
114806,0,0.28
114807,0,0.12
114808,0,0.36
114809,0,0.23
114810,0,0.18
114811,0,0.17
114812,0,0.1
114813,0,0.18
114814,0,0.35
114815,0,0.11
114816,0,0.26
114817,0,0.34
114818,0,0.33
114819,0,0.4
114820,0,0.26
114821,0,0.22
114822,0,0.16
114823,0,0.1
114824,0,0.38
114825,0,0.36
114826,0,0.23
114827,1,0.7
114828,0,0.16
114829,0,0.28
114830,0,0.29
114831,0,0.42
114832,0,0.36
114833,0,0.27
114834,0,0.24
114835,0,0.4
114836,0,0.3
114837,0,0.14
114838,0,0.25
114839,0,0.25
114840,0,0.1
114841,0,0.2
114842,0,0.18
114843,0,0.3
114844,0,0.22
114845,0,0.41
114846,0,0.08
114847,0,0.43
114848,0,0.42
114849,1,0.52
114850,0,0.4
114851,0,0.12
114852,0,0.08
114853,0,0.22
114854,0,0.39
114855,0,0.22
114856,0,0.31
114857,0,0.26
114858,0,0.38
114859,0,0.37
114860,0,0.36
114861,0,0.31
114862,0,0.34
114863,0,0.28
114864,0,0.26
114865,0,0.29
114866,1,0.52
114867,0,0.28
114868,0,0.24
114869,0,0.28
114870,1,0.52
114871,0,0.2
114872,0,0.28
114873,0,0.38
114874,0,0.34
114875,0,0.41
114876,1,0.6
114877,0,0.28
114878,1,0.62
114879,0,0.17
114880,0,0.22
114881,0,0.33
114882,0,0.32
114883,1,0.55
114884,0,0.02
114885,0,0.18
114886,0,0.3
114887,0,0.2
114888,1,0.58
114889,0,0.2
114890,1,0.55
114891,0,0.18
114892,0,0.28
114893,0,0.32
114894,0,0.34
114895,0,0.34
114896,0,0.11
114897,0,0.32
114898,0,0.19
114899,0,0.2
114900,0,0.25
114901,0,0.12
114902,0,0.29
114903,0,0.4
114904,0,0.34
114905,0,0.3
114906,0,0.2
114907,0,0.2
114908,0,0.42
114909,0,0.42
114910,0,0.38
114911,0,0.36
114912,0,0.29
114913,0,0.2
114914,0,0.44
114915,0,0.4
114916,0,0.19
114917,0,0.25
114918,0,0.3
114919,0,0.2
114920,0,0.14
114921,0,0.27
114922,0,0.36
114923,0,0.34
114924,0,0.26
114925,0,0.25
114926,0,0.23
114927,0,0.21
114928,0,0.13
114929,0,0.39
114930,0,0.34
114931,0,0.27
114932,0,0.06
114933,0,0.24
114934,0,0.32
114935,0,0.2
114936,0,0.32
114937,0,0.4
114938,0,0.16
114939,0,0.2
114940,0,0.28
114941,0,0.32
114942,0,0.26
114943,0,0.48
114944,0,0.26
114945,0,0.22
114946,0,0.2
114947,0,0.22
114948,0,0.2
114949,0,0.38
114950,0,0.22
114951,0,0.3
114952,0,0.26
114953,0,0.24
114954,1,0.62
114955,0,0.4
114956,0,0.32
114957,0,0.41
114958,0,0.49
114959,0,0.4
114960,1,0.51
114961,0,0.24
114962,0,0.47
114963,0,0.38
114964,0,0.06
114965,1,0.55
114966,1,0.64
114967,0,0.22
114968,0,0.35
114969,0,0.23
114970,0,0.32
114971,0,0.32
114972,0,0.09
114973,0,0.32
114974,0,0.29
114975,0,0.26
114976,0,0.18
114977,0,0.28
114978,0,0.3
114979,0,0.13
114980,0,0.04
114981,0,0.3
114982,0,0.34
114983,0,0.16
114984,0,0.2
114985,1,0.67
114986,1,0.56
114987,0,0.31
114988,0,0.34
114989,0,0.43
114990,0,0.27
114991,0,0.28
114992,0,0.2
114993,0,0.34
114994,0,0.2
114995,0,0.08
114996,0,0.4
114997,0,0.4
114998,0,0.45
114999,0,0.06
115000,0,0.22
115001,0,0.42
115002,0,0.3
115003,0,0.19
115004,0,0.31
115005,0,0.46
115006,0,0.22
115007,0,0.16
115008,0,0.32
115009,0,0.2
115010,0,0.08
115011,0,0.39
115012,0,0.28
115013,0,0.24
115014,0,0.31
115015,0,0.3
115016,0,0.31
115017,0,0.22
115018,0,0.08
115019,0,0.24
115020,0,0.28
115021,0,0.26
115022,0,0.2
115023,0,0.27
115024,0,0.3
115025,0,0.34
115026,0,0.11
115027,0,0.27
115028,0,0.17
115029,0,0.24
115030,0,0.3
115031,0,0.3
115032,0,0.34
115033,0,0.14
115034,0,0.37
115035,0,0.24
115036,0,0.35
115037,0,0.31
115038,0,0.2
115039,0,0.3
115040,0,0.38
115041,0,0.2
115042,0,0.32
115043,0,0.38
115044,0,0.31
115045,0,0.34
115046,0,0.2
115047,0,0.28
115048,0,0.24
115049,0,0.35
115050,1,0.76
115051,0,0.21
115052,0,0.18
115053,0,0.31
115054,0,0.3
115055,0,0.26
115056,0,0.48
115057,0,0.2
115058,0,0.22
115059,0,0.36
115060,0,0.18
115061,0,0.12
115062,0,0.2
115063,0,0.36
115064,0,0.39
115065,0,0.36
115066,0,0.18
115067,0,0.34
115068,0,0.49
115069,1,0.65
115070,0,0.21
115071,0,0.22
115072,0,0.43
115073,0,0.34
115074,0,0.32
115075,0,0.28
115076,0,0.22
115077,0,0.44
115078,0,0.22
115079,0,0.46
115080,0,0.3
115081,0,0.16
115082,0,0.3
115083,0,0.4
115084,0,0.26
115085,0,0.33
115086,0,0.38
115087,0,0.32
115088,0,0.38
115089,0,0.42
115090,0,0.22
115091,0,0.07
115092,0,0.23
115093,0,0.38
115094,0,0.25
115095,0,0.14
115096,0,0.35
115097,0,0.1
115098,0,0.34
115099,0,0.07
115100,0,0.3
115101,0,0.19
115102,0,0.22
115103,0,0.14
115104,1,0.64
115105,0,0.3
115106,0,0.23
115107,0,0.1
115108,0,0.31
115109,0,0.25
115110,0,0.4
115111,0,0.44
115112,0,0.2
115113,0,0.2
115114,0,0.32
115115,0,0.32
115116,0,0.15
115117,0,0.2
115118,0,0.22
115119,0,0.16
115120,0,0.15
115121,1,0.56
115122,0,0.18
115123,0,0.32
115124,0,0.4
115125,0,0.24
115126,0,0.49
115127,0,0.23
115128,0,0.22
115129,0,0.25
115130,0,0.34
115131,0,0.18
115132,0,0.25
115133,1,0.66
115134,0,0.4
115135,0,0.18
115136,0,0.25
115137,0,0.22
115138,0,0.4
115139,0,0.32
115140,1,0.71
115141,0,0.24
115142,0,0.3
115143,0,0.08
115144,0,0.1
115145,0,0.3
115146,0,0.32
115147,0,0.3
115148,0,0.08
115149,0,0.26
115150,0,0.24
115151,0,0.3
115152,1,0.74
115153,0,0.4
115154,0,0.3
115155,0,0.19
115156,0,0.1
115157,0,0.31
115158,1,0.58
115159,0,0.17
115160,0,0.06
115161,0,0.45
115162,0,0.44
115163,0,0.28
115164,0,0.27
115165,0,0.2
115166,0,0.33
115167,0,0.2
115168,0,0.13
115169,1,0.55
115170,1,0.56
115171,1,0.66
115172,0,0.29
115173,0,0.22
115174,0,0.18
115175,0,0.3
115176,0,0.28
115177,0,0.29
115178,0,0.24
115179,0,0.22
115180,0,0.28
115181,0,0.2
115182,0,0.26
115183,0,0.4
115184,0,0.06
115185,0,0.17
115186,0,0.19
115187,0,0.38
115188,0,0.26
115189,0,0.36
115190,0,0.3
115191,0,0.31
115192,0,0.34
115193,0,0.14
115194,0,0.16
115195,0,0.2
115196,0,0.14
115197,0,0.22
115198,1,0.64
115199,0,0.26
115200,0,0.36
115201,0,0.28
115202,0,0.24
115203,0,0.2
115204,0,0.16
115205,0,0.18
115206,0,0.22
115207,0,0.28
115208,0,0.2
115209,0,0.22
115210,0,0.27
115211,0,0.32
115212,0,0.33
115213,0,0.42
115214,0,0.22
115215,0,0.25
115216,0,0.13
115217,0,0.32
115218,0,0.27
115219,1,0.74
115220,0,0.26
115221,0,0.38
115222,0,0.28
115223,0,0.24
115224,0,0.46
115225,0,0.24
115226,0,0.21
115227,0,0.21
115228,0,0.22
115229,0,0.47
115230,0,0.26
115231,0,0.1
115232,0,0.26
115233,0,0.26
115234,0,0.2
115235,0,0.3
115236,0,0.24
115237,0,0.18
115238,0,0.33
115239,0,0.28
115240,0,0.42
115241,0,0.16
115242,0,0.31
115243,0,0.14
115244,0,0.21
115245,0,0.26
115246,1,0.68
115247,0,0.14
115248,0,0.32
115249,1,0.52
115250,0,0.32
115251,0,0.04
115252,1,0.51
115253,0,0.36
115254,0,0.26
115255,0,0.15
115256,0,0.36
115257,0,0.29
115258,1,0.54
115259,0,0.22
115260,0,0.27
115261,0,0.26
115262,0,0.16
115263,0,0.32
115264,0,0.28
115265,0,0.26
115266,0,0.38
115267,0,0.37
115268,0,0.32
115269,0,0.24
115270,1,0.58
115271,0,0.06
115272,0,0.08
115273,0,0.22
115274,0,0.26
115275,0,0.28
115276,0,0.36
115277,0,0.43
115278,0,0.28
115279,0,0.3
115280,0,0.41
115281,0,0.44
115282,0,0.32
115283,0,0.32
115284,0,0.12
115285,1,0.56
115286,0,0.19
115287,0,0.1
115288,0,0.27
115289,0,0.28
115290,0,0.27
115291,0,0.24
115292,0,0.35
115293,0,0.2
115294,0,0.14
115295,0,0.32
115296,0,0.28
115297,0,0.42
115298,0,0.24
115299,0,0.23
115300,0,0.31
115301,0,0.21
115302,0,0.41
115303,0,0.36
115304,0,0.34
115305,0,0.18
115306,0,0.28
115307,0,0.26
115308,0,0.31
115309,0,0.34
115310,0,0.24
115311,0,0.39
115312,0,0.41
115313,0,0.16
115314,0,0.26
115315,0,0.26
115316,0,0.2
115317,0,0.26
115318,0,0.14
115319,0,0.13
115320,0,0.24
115321,0,0.28
115322,0,0.28
115323,0,0.15
115324,0,0.26
115325,1,0.72
115326,0,0.34
115327,0,0.24
115328,0,0.19
115329,0,0.21
115330,1,0.64
115331,0,0.49
115332,0,0.4
115333,1,0.52
115334,0,0.18
115335,0,0.15
115336,0,0.41
115337,0,0.28
115338,0,0.19
115339,0,0.24
115340,0,0.19
115341,0,0.18
115342,0,0.36
115343,0,0.22
115344,0,0.44
115345,0,0.4
115346,0,0.18
115347,0,0.35
115348,0,0.31
115349,0,0.34
115350,0,0.34
115351,0,0.41
115352,0,0.26
115353,1,0.72
115354,0,0.15
115355,0,0.32
115356,0,0.19
115357,0,0.26
115358,0,0.15
115359,0,0.28
115360,0,0.27
115361,0,0.2
115362,1,0.56
115363,0,0.15
115364,0,0.21
115365,0,0.32
115366,0,0.29
115367,0,0.26
115368,0,0.2
115369,0,0.26
115370,0,0.23
115371,0,0.31
115372,0,0.2
115373,0,0.22
115374,0,0.12
115375,0,0.38
115376,0,0.1
115377,0,0.38
115378,0,0.33
115379,0,0.16
115380,0,0.26
115381,0,0.15
115382,0,0.18
115383,0,0.32
115384,0,0.16
115385,0,0.2
115386,0,0.2
115387,1,0.71
115388,0,0.16
115389,0,0.04
115390,0,0.32
115391,0,0.22
115392,0,0.08
115393,0,0.24
115394,1,0.52
115395,1,0.6
115396,1,0.52
115397,0,0.31
115398,0,0.24
115399,0,0.19
115400,0,0.19
115401,0,0.32
115402,0,0.35
115403,0,0.23
115404,0,0.46
115405,0,0.2
115406,0,0.27
115407,0,0.16
115408,0,0.46
115409,0,0.2
115410,0,0.44
115411,0,0.28
115412,0,0.2
115413,0,0.24
115414,0,0.2
115415,0,0.22
115416,0,0.32
115417,0,0.08
115418,0,0.18
115419,0,0.38
115420,0,0.3
115421,0,0.17
115422,0,0.3
115423,0,0.28
115424,0,0.14
115425,0,0.28
115426,0,0.25
115427,0,0.16
115428,0,0.41
115429,0,0.2
115430,0,0.26
115431,0,0.24
115432,0,0.24
115433,0,0.29
115434,0,0.18
115435,1,0.55
115436,0,0.22
115437,0,0.1
115438,0,0.35
115439,0,0.22
115440,0,0.22
115441,0,0.22
115442,0,0.21
115443,0,0.26
115444,0,0.2
115445,1,0.6
115446,1,0.54
115447,0,0.25
115448,0,0.26
115449,0,0.26
115450,0,0.36
115451,0,0.34
115452,0,0.3
115453,0,0.29
115454,0,0.29
115455,0,0.28
115456,0,0.22
115457,0,0.18
115458,0,0.12
115459,0,0.4
115460,0,0.16
115461,0,0.4
115462,0,0.36
115463,0,0.32
115464,0,0.28
115465,0,0.3
115466,0,0.29
115467,0,0.08
115468,0,0.5
115469,0,0.2
115470,0,0.37
115471,0,0.16
115472,0,0.29
115473,0,0.24
115474,0,0.25
115475,0,0.28
115476,1,0.52
115477,0,0.22
115478,1,0.56
115479,0,0.31
115480,0,0.14
115481,1,0.72
115482,0,0.28
115483,0,0.35
115484,0,0.34
115485,0,0.42
115486,0,0.14
115487,0,0.2
115488,0,0.37
115489,0,0.22
115490,0,0.4
115491,0,0.14
115492,1,0.58
115493,0,0.3
115494,0,0.3
115495,0,0.34
115496,0,0.26
115497,0,0.21
115498,0,0.42
115499,0,0.23
115500,0,0.22
115501,0,0.14
115502,1,0.67
115503,0,0.26
115504,0,0.14
115505,0,0.34
115506,0,0.25
115507,0,0.14
115508,0,0.32
115509,0,0.44
115510,0,0.19
115511,0,0.2
115512,1,0.57
115513,0,0.23
115514,1,0.6
115515,0,0.38
115516,0,0.31
115517,0,0.4
115518,0,0.16
115519,0,0.23
115520,0,0.18
115521,0,0.02
115522,0,0.36
115523,0,0.24
115524,0,0.4
115525,0,0.3
115526,0,0.17
115527,0,0.26
115528,0,0.24
115529,0,0.42
115530,0,0.34
115531,0,0.3
115532,0,0.16
115533,0,0.22
115534,0,0.12
115535,0,0.34
115536,0,0.26
115537,0,0.04
115538,1,0.7
115539,0,0.08
115540,0,0.16
115541,0,0.21
115542,0,0.26
115543,0,0.2
115544,0,0.18
115545,1,0.53
115546,0,0.26
115547,0,0.28
115548,0,0.26
115549,0,0.22
115550,0,0.24
115551,0,0.46
115552,0,0.44
115553,0,0.2
115554,1,0.6
115555,0,0.42
115556,0,0.13
115557,0,0.25
115558,0,0.22
115559,0,0.14
115560,0,0.2
115561,0,0.28
115562,0,0.26
115563,0,0.14
115564,0,0.28
115565,0,0.3
115566,1,0.52
115567,0,0.24
115568,1,0.68
115569,0,0.26
115570,0,0.24
115571,0,0.3
115572,0,0.35
115573,0,0.27
115574,0,0.32
115575,0,0.16
115576,0,0.35
115577,0,0.13
115578,0,0.18
115579,0,0.15
115580,0,0.42
115581,0,0.4
115582,0,0.29
115583,0,0.24
115584,0,0.13
115585,0,0.29
115586,1,0.65
115587,0,0.29
115588,0,0.43
115589,0,0.24
115590,0,0.24
115591,0,0.36
115592,0,0.04
115593,0,0.32
115594,0,0.34
115595,1,0.69
115596,0,0.46
115597,0,0.16
115598,0,0.28
115599,0,0.18
115600,0,0.28
115601,0,0.34
115602,0,0.26
115603,0,0.3
115604,0,0.2
115605,0,0.22
115606,0,0.14
115607,0,0.4
115608,0,0.22
115609,0,0.1
115610,0,0.14
115611,0,0.33
115612,0,0.16
115613,0,0.38
115614,0,0.22
115615,0,0.24
115616,0,0.2
115617,0,0.31
115618,0,0.24
115619,0,0.09
115620,0,0.21
115621,0,0.08
115622,0,0.22
115623,0,0.26
115624,0,0.3
115625,0,0.28
115626,0,0.44
115627,1,0.57
115628,0,0.32
115629,0,0.27
115630,0,0.26
115631,0,0.3
115632,1,0.69
115633,0,0.24
115634,0,0.34
115635,0,0.38
115636,0,0.18
115637,0,0.3
115638,1,0.59
115639,0,0.22
115640,0,0.22
115641,1,0.68
115642,0,0.14
115643,0,0.36
115644,0,0.31
115645,0,0.3
115646,0,0.16
115647,0,0.4
115648,0,0.06
115649,0,0.34
115650,0,0.26
115651,0,0.18
115652,0,0.3
115653,0,0.26
115654,0,0.06
115655,0,0.26
115656,1,0.52
115657,0,0.09
115658,1,0.59
115659,0,0.2
115660,0,0.25
115661,0,0.34
115662,0,0.4
115663,0,0.28
115664,0,0.48
115665,0,0.34
115666,0,0.2
115667,0,0.47
115668,0,0.32
115669,0,0.41
115670,0,0.38
115671,0,0.22
115672,0,0.26
115673,0,0.22
115674,0,0.3
115675,0,0.08
115676,0,0.34
115677,0,0.11
115678,0,0.32
115679,0,0.28
115680,0,0.36
115681,0,0.29
115682,0,0.46
115683,0,0.28
115684,0,0.46
115685,0,0.28
115686,0,0.12
115687,0,0.38
115688,0,0.34
115689,0,0.22
115690,0,0.28
115691,0,0.22
115692,0,0.3
115693,0,0.19
115694,1,0.52
115695,0,0.24
115696,0,0.23
115697,0,0.37
115698,0,0.28
115699,0,0.46
115700,0,0.17
115701,0,0.13
115702,0,0.18
115703,0,0.23
115704,0,0.36
115705,0,0.28
115706,0,0.24
115707,0,0.16
115708,0,0.28
115709,0,0.16
115710,0,0.4
115711,0,0.3
115712,1,0.73
115713,0,0.21
115714,0,0.31
115715,0,0.09
115716,0,0.06
115717,0,0.32
115718,0,0.42
115719,0,0.4
115720,0,0.18
115721,0,0.28
115722,0,0.27
115723,1,0.54
115724,0,0.32
115725,1,0.56
115726,0,0.21
115727,0,0.24
115728,0,0.13
115729,0,0.29
115730,0,0.36
115731,0,0.32
115732,0,0.41
115733,0,0.32
115734,0,0.06
115735,0,0.36
115736,0,0.42
115737,0,0.24
115738,0,0.08
115739,0,0.24
115740,0,0.3
115741,0,0.25
115742,0,0.16
115743,0,0.42
115744,0,0.3
115745,1,0.51
115746,0,0.26
115747,0,0.24
115748,0,0.28
115749,0,0.18
115750,0,0.3
115751,0,0.24
115752,0,0.3
115753,0,0.21
115754,0,0.16
115755,0,0.46
115756,0,0.29
115757,0,0.11
115758,0,0.14
115759,0,0.28
115760,0,0.2
115761,0,0.36
115762,0,0.24
115763,1,0.76
115764,0,0.3
115765,0,0.32
115766,0,0.47
115767,1,0.54
115768,0,0.2
115769,0,0.14
115770,0,0.43
115771,1,0.59
115772,0,0.26
115773,0,0.08
115774,1,0.7
115775,0,0.29
115776,0,0.38
115777,0,0.16
115778,0,0.34
115779,0,0.1
115780,0,0.36
115781,0,0.2
115782,0,0.32
115783,0,0.48
115784,0,0.15
115785,0,0.27
115786,0,0.42
115787,0,0.21
115788,0,0.18
115789,0,0.37
115790,0,0.08
115791,0,0.41
115792,1,0.65
115793,0,0.21
115794,0,0.14
115795,0,0.06
115796,0,0.26
115797,0,0.36
115798,0,0.2
115799,0,0.41
115800,0,0.23
115801,1,0.63
115802,0,0.26
115803,0,0.49
115804,0,0.28
115805,0,0.32
115806,0,0.24
115807,0,0.33
115808,0,0.18
115809,0,0.15
115810,0,0.19
115811,0,0.26
115812,0,0.23
115813,1,0.62
115814,0,0.17
115815,0,0.23
115816,0,0.36
115817,0,0.15
115818,0,0.2
115819,0,0.12
115820,0,0.22
115821,0,0.2
115822,0,0.35
115823,0,0.25
115824,0,0.4
115825,0,0.09
115826,0,0.26
115827,0,0.24
115828,0,0.24
115829,0,0.26
115830,0,0.26
115831,0,0.24
115832,0,0.22
115833,0,0.2
115834,0,0.44
115835,1,0.52
115836,0,0.4
115837,0,0.21
115838,1,0.75
115839,0,0.22
115840,0,0.34
115841,0,0.36
115842,0,0.22
115843,0,0.18
115844,0,0.15
115845,0,0.3
115846,0,0.2
115847,0,0.26
115848,0,0.3
115849,0,0.32
115850,0,0.17
115851,1,0.51
115852,0,0.02
115853,0,0.29
115854,0,0.4
115855,0,0.32
115856,0,0.3
115857,0,0.32
115858,0,0.3
115859,0,0.3
115860,0,0.23
115861,1,0.56
115862,0,0.37
115863,0,0.24
115864,0,0.24
115865,0,0.1
115866,0,0.2
115867,0,0.37
115868,0,0.26
115869,1,0.52
115870,0,0.29
115871,0,0.22
115872,0,0.42
115873,0,0.38
115874,0,0.22
115875,0,0.32
115876,0,0.36
115877,0,0.32
115878,0,0.16
115879,0,0.13
115880,0,0.2
115881,0,0.32
115882,0,0.38
115883,0,0.3
115884,0,0.37
115885,0,0.31
115886,0,0.2
115887,0,0.38
115888,0,0.3
115889,0,0.38
115890,0,0.29
115891,0,0.48
115892,0,0.4
115893,0,0.28
115894,0,0.43
115895,0,0.42
115896,0,0.22
115897,0,0.34
115898,0,0.41
115899,0,0.22
115900,0,0.24
115901,0,0.26
115902,0,0.44
115903,0,0.4
115904,0,0.34
115905,0,0.42
115906,0,0.38
115907,0,0.3
115908,0,0.48
115909,0,0.32
115910,0,0.26
115911,0,0.39
115912,1,0.64
115913,0,0.08
115914,0,0.17
115915,0,0.29
115916,0,0.28
115917,0,0.46
115918,0,0.2
115919,0,0.36
115920,0,0.25
115921,0,0.48
115922,0,0.24
115923,0,0.42
115924,0,0.17
115925,0,0.4
115926,0,0.17
115927,0,0.22
115928,0,0.49
115929,0,0.24
115930,0,0.21
115931,0,0.26
115932,0,0.38
115933,0,0.08
115934,0,0.24
115935,0,0.22
115936,0,0.28
115937,0,0.34
115938,0,0.29
115939,0,0.36
115940,0,0.3
115941,0,0.26
115942,0,0.28
115943,1,0.57
115944,0,0.2
115945,1,0.54
115946,0,0.38
115947,0,0.46
115948,0,0.18
115949,0,0.2
115950,0,0.13
115951,1,0.7
115952,0,0.25
115953,0,0.27
115954,0,0.24
115955,0,0.36
115956,0,0.38
115957,0,0.14
115958,0,0.22
115959,0,0.22
115960,0,0.28
115961,0,0.34
115962,0,0.23
115963,0,0.28
115964,1,0.64
115965,0,0.42
115966,0,0.29
115967,0,0.1
115968,0,0.45
115969,0,0.3
115970,0,0.16
115971,0,0.18
115972,0,0.46
115973,0,0.16
115974,1,0.74
115975,0,0.23
115976,0,0.13
115977,0,0.3
115978,0,0.22
115979,0,0.24
115980,0,0.27
115981,0,0.32
115982,0,0.26
115983,0,0.23
115984,0,0.24
115985,0,0.02
115986,0,0.18
115987,1,0.56
115988,0,0.36
115989,1,0.52
115990,0,0.28
115991,0,0.18
115992,0,0.31
115993,0,0.1
115994,0,0.26
115995,0,0.22
115996,0,0.36
115997,0,0.3
115998,0,0.28
115999,0,0.15
116000,0,0.38
116001,0,0.38
116002,0,0.19
116003,0,0.28
116004,0,0.26
116005,1,0.6
116006,0,0.36
116007,0,0.36
116008,0,0.5
116009,1,0.58
116010,0,0.26
116011,0,0.28
116012,0,0.28
116013,0,0.11
116014,0,0.17
116015,0,0.32
116016,0,0.06
116017,0,0.17
116018,0,0.26
116019,0,0.36
116020,0,0.15
116021,0,0.22
116022,0,0.28
116023,0,0.3
116024,1,0.64
116025,0,0.31
116026,0,0.35
116027,0,0.22
116028,0,0.39
116029,0,0.3
116030,0,0.29
116031,0,0.24
116032,0,0.19
116033,0,0.44
116034,0,0.28
116035,0,0.32
116036,0,0.46
116037,0,0.44
116038,0,0.2
116039,0,0.34
116040,0,0.32
116041,0,0.24
116042,0,0.14
116043,0,0.28
116044,0,0.48
116045,0,0.24
116046,0,0.34
116047,0,0.33
116048,0,0.28
116049,0,0.31
116050,0,0.36
116051,0,0.24
116052,0,0.45
116053,0,0.09
116054,0,0.2
116055,0,0.19
116056,1,0.56
116057,1,0.56
116058,0,0.29
116059,0,0.45
116060,0,0.29
116061,0,0.34
116062,0,0.3
116063,0,0.24
116064,0,0.26
116065,0,0.33
116066,0,0.26
116067,0,0.08
116068,0,0.26
116069,0,0.34
116070,0,0.18
116071,0,0.16
116072,0,0.4
116073,0,0.34
116074,0,0.22
116075,0,0.29
116076,0,0.17
116077,0,0.22
116078,0,0.36
116079,0,0.13
116080,0,0.16
116081,1,0.57
116082,0,0.42
116083,0,0.14
116084,0,0.23
116085,0,0.33
116086,0,0.32
116087,0,0.3
116088,0,0.1
116089,0,0.08
116090,0,0.28
116091,0,0.38
116092,0,0.26
116093,0,0.33
116094,1,0.66
116095,0,0.29
116096,0,0.24
116097,0,0.12
116098,0,0.37
116099,0,0.3
116100,0,0.15
116101,0,0.22
116102,0,0.32
116103,0,0.18
116104,0,0.27
116105,0,0.14
116106,0,0.29
116107,0,0.47
116108,0,0.23
116109,0,0.11
116110,0,0.36
116111,0,0.19
116112,0,0.18
116113,0,0.48
116114,0,0.34
116115,0,0.21
116116,0,0.05
116117,0,0.4
116118,0,0.33
116119,0,0.36
116120,0,0.4
116121,0,0.3
116122,0,0.44
116123,0,0.24
116124,0,0.33
116125,0,0.36
116126,0,0.19
116127,0,0.48
116128,0,0.24
116129,0,0.34
116130,0,0.2
116131,0,0.34
116132,1,0.56
116133,0,0.34
116134,0,0.26
116135,0,0.22
116136,0,0.36
116137,0,0.28
116138,0,0.45
116139,0,0.22
116140,0,0.32
116141,1,0.56
116142,0,0.36
116143,0,0.34
116144,0,0.24
116145,0,0.24
116146,0,0.15
116147,0,0.35
116148,0,0.18
116149,0,0.18
116150,0,0.13
116151,0,0.26
116152,0,0.28
116153,0,0.2
116154,0,0.3
116155,0,0.1
116156,0,0.32
116157,0,0.36
116158,0,0.32
116159,0,0.2
116160,0,0.32
116161,0,0.22
116162,0,0.27
116163,0,0.27
116164,1,0.68
116165,0,0.2
116166,0,0.27
116167,0,0.3
116168,0,0.33
116169,0,0.32
116170,0,0.22
116171,0,0.22
116172,0,0.16
116173,0,0.34
116174,0,0.19
116175,0,0.48
116176,0,0.25
116177,0,0.36
116178,0,0.28
116179,0,0.42
116180,0,0.22
116181,0,0.08
116182,0,0.12
116183,0,0.25
116184,0,0.24
116185,0,0.24
116186,0,0.28
116187,0,0.2
116188,0,0.32
116189,0,0.37
116190,0,0.21
116191,0,0.48
116192,0,0.19
116193,0,0.28
116194,0,0.1
116195,0,0.19
116196,0,0.16
116197,0,0.26
116198,0,0.28
116199,0,0.37
116200,0,0.15
116201,0,0.11
116202,0,0.26
116203,0,0.26
116204,0,0.22
116205,1,0.52
116206,0,0.28
116207,0,0.3
116208,0,0.14
116209,1,0.59
116210,0,0.1
116211,0,0.21
116212,1,0.54
116213,0,0.32
116214,0,0.26
116215,0,0.36
116216,0,0.33
116217,0,0.39
116218,0,0.32
116219,0,0.2
116220,0,0.32
116221,0,0.18
116222,0,0.44
116223,0,0.26
116224,1,0.5
116225,0,0.43
116226,1,0.6
116227,0,0.2
116228,1,0.51
116229,0,0.3
116230,0,0.36
116231,0,0.35
116232,0,0.18
116233,1,0.52
116234,1,0.56
116235,0,0.24
116236,0,0.28
116237,0,0.27
116238,0,0.2
116239,0,0.18
116240,0,0.34
116241,0,0.11
116242,0,0.22
116243,1,0.51
116244,0,0.12
116245,0,0.4
116246,0,0.29
116247,0,0.24
116248,0,0.46
116249,0,0.26
116250,0,0.24
116251,0,0.2
116252,0,0.12
116253,0,0.09
116254,0,0.32
116255,0,0.46
116256,0,0.34
116257,0,0.12
116258,0,0.36
116259,0,0.26
116260,0,0.35
116261,0,0.24
116262,0,0.45
116263,0,0.26
116264,0,0.12
116265,0,0.18
116266,0,0.21
116267,0,0.38
116268,0,0.32
116269,0,0.32
